,,"Graphene [kg]","Natural gas, combusted in industrial boiler [m3]","Natural gas, at extraction site [m3]","Acetone Production [kg]","copper sheet [kg]","municipal waste (unspecified) [kg]","Diesel, combusted in industrial boiler [m3]","Gasoline, combusted in equipment [m3]","Electricity, at grid, US, 2000 [kWh]","de-ionised water [kg]","iron (III) chloride, 40% in H2O, at plant [kg]","Hydrogen, liquid, synthesis gas, at plant [kg]","polymethyl methacrylate (PMMA) beads [kg]","Natural gas, processed, at plant [m3]","Iron, sand casted [kg]","Chlorine, production mix, at plant [kg]","Transport, combination truck, average fuel mix [t*km]","Hydrochloric acid, at plant [kg]","Natural gas, processed, for olefins production, at plant [kg]","Transport, pipeline, natural gas [t*km]","Electricity, at grid, US, 2008 [kWh]","Propylene, at plant [kg]","oxygen [kg]","Sulfuric acid, at plant [kg]","benzene [kg]","Transport, barge, average fuel mix [t*km]","transport, train, diesel powered [t*km]","Natural gas, processed, at plant [m3]","Sodium hydroxide, production mix, at plant [kg]","Dummy, TEA gas scrubber, at plant [kg]","Oxygen, liquid, at plant [kg]","Dummy, Disposal, sludge, to sanitary landfill [kg]","Sodium chloride, at plant [kg]","Transport, pipeline, unspecified petroleum products [t*km]","transport, combination truck, diesel powered [t*km]","Natural gas, extracted [kg]","Natural gas, combusted in industrial boiler, at hydrocracker, for propylene [m3]","Electricity, at cogen, for natural gas turbine [kWh]","Sulfur, at plant [kg]","transport, barge, diesel powered [t*km]","Transport, barge, residual fuel oil powered [t*km]"
,,"","","","","Materials production / Metals and semimetals","Wastes / Production residues","","","","Materials production / Water","chemicals / inorganics","","Materials production / Plastics","","","","","","","","","","Materials production / Inorganic chemicals","","Materials production / Organic chemicals","","","","","","","","","","","","","","","",""
"Aggregate, natural [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-1.20269E-6,0.0,0.0,0.0,-2.28105058783255E-5,0.0,0.0,-2.23002E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.74261194022744E-4,0.0,-0.00267796943963843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hydrogen sulfide [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.042436395,1.08087E-8,0.0,0.0,0.0,3.63392763526554E-8,0.0,0.0,2.0243E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23927357350891E-6,0.0,8.15643673199016E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfur dioxide [kg]","air / unspecified",0.0,0.0,0.0,0.0,1.962580577,0.010051594,0.0,0.0,0.0,1.46456325556123E-5,0.0,0.0,0.028874929,0.0179,0.0,0.0,0.0,0.0049689124,0.0019,0.0,0.0,0.0,8.19849686971988E-4,0.0,0.0024902788388095,0.0,0.0,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iron [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.351381496,1.41297E-8,0.0,0.0,0.0,2.26316756033504E-6,0.0,0.0,3.09071E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37748726503921E-5,0.0,3.88128125964363E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"packaging waste (metal) [kg]","Wastes / Production residues",0.0,0.0,0.0,0.0,0.0,6.50051E-9,0.0,0.0,0.0,0.0,0.0,0.0,8.94541E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Energy, primary, from waves [kWh]","resource / in water",0.0,0.0,0.0,0.0,0.0,-7.048111116749599E-5,0.0,0.0,0.0,0.0,0.0,0.0,-2.60154444652568E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Propene [kg]","air / unspecified",0.0,0.0,0.0,0.0,1.24266E-4,1.2502E-6,0.0,3.8644E-5,0.0,8.27734390175128E-10,0.0,0.0,2.14469E-6,0.0,0.0,0.0,0.0,1.9239301E-8,0.0,0.0,0.0,0.0,3.81342130156341E-8,0.0,2.35264472073141E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cadmium [kg]","air / unspecified",0.0,1.76E-8,0.0,0.0,6.98E-6,2.26978E-11,4.99E-8,0.0,0.0,3.0835669705041E-11,0.0,0.0,6.43743E-11,0.0,0.0,0.0,0.0,1.44897E-8,0.0,0.0,0.0,0.0,8.7962015545022E-10,0.0,4.72237904273653E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.762E-8,0.0,0.0,0.0,0.0
"Hydrogen [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,1.29294E-4,0.0,0.0,0.0,4.13570519654453E-7,0.0,0.0,1.14475E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18476475710811E-6,1.514996761028E-6,0.0,3.51684094045451E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nickel [kg]","water / fresh water",0.0,0.0,0.0,0.0,5.73E-5,1.76439E-9,0.0,0.0,0.0,2.82506337195496E-9,0.0,0.0,3.57075E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54463630531149E-9,0.0,8.41645295028499E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Particulates, < 10 um [kg]","air / unspecified",0.0,0.0,0.0,0.0,1.06E-7,0.00190218202,0.0,0.0,0.0,6.66155683010794E-8,0.0,0.0,0.0020037529,0.0,0.0,0.0,0.0,0.0085810467,0.0,0.0,0.0,0.0,3.19598602654999E-6,0.0,2.52576212885883E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"COD, Chemical Oxygen Demand [kg]","water / fresh water",0.0,0.0,0.0,0.0,3.238823965,0.001384654,0.0,0.0,0.0,7.13875151867348E-5,0.0,0.0,0.001689129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76988625675861E-5,0.0,2.07115657158985E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PAH, polycyclic aromatic hydrocarbons [kg]","air / unspecified",0.0,0.0,0.0,0.0,6.66E-6,6.58606E-6,0.0,2.5164E-6,0.0,6.58345712121635E-10,0.0,0.0,1.73009E-6,0.0,0.0,0.0,0.0,1.2528148E-9,0.0,0.0,0.0,0.0,2.63375062008706E-9,0.0,3.08369991918887E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Particulates, < 10 um [kg]","water / fresh water",0.0,0.0,0.0,0.0,2.0232E-4,2.04663E-5,0.0,0.0,0.0,7.19252100418103E-12,0.0,0.0,5.82144E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8915809386646E-13,0.0,5.93566882604423E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zinc [kg]","water / fresh water",0.0,0.0,0.0,0.0,-4.08203E-4,4.85709E-8,0.0,0.0,0.0,4.24333490473934E-10,0.0,0.0,8.94854E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82785396164997E-9,0.0,1.40273178041976E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Potassium [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.001045136,1.67982E-8,0.0,0.0,0.0,6.0512925660063E-8,0.0,0.0,1.14467E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15247352269489E-9,0.0,1.26179777273257E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Water, river [m3]","resource / in water",0.0,0.0,0.0,0.0,7.090040400182001,-2.43596849E-4,0.0,0.0,0.0,1.52956683265273E-4,0.0,0.0,-0.01370638427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00102727210568302,0.0,0.00135881212906088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phosphorus [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-9.9521E-6,0.0,0.0,0.0,-1.2958276780351E-9,0.0,0.0,-8.41634E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.48577423793979E-12,0.0,-5.00465036331572E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Silver [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,3.4676E-14,0.0,0.0,0.0,1.11494259081441E-19,0.0,0.0,6.02377E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63647693773802E-18,0.0,5.10159023234493E-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Copper [kg]","resource / in ground",0.0,0.0,0.0,0.0,-45.724210084784,-6.44462E-9,0.0,0.0,0.0,-9.64404338562174E-8,0.0,0.0,-1.11306E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42100537459657E-7,0.0,-2.12873081821748E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Water, salt, ocean [m3]","resource / in water",0.0,0.0,0.0,0.0,0.0,-0.003766670293,0.0,0.0,0.0,-8.59775336812063E-9,0.0,0.0,-0.00491189927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.94039605637639E-8,0.0,-3.94996876081933E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fluorspar [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-8.73616E-7,0.0,0.0,0.0,-2.35041865726728E-10,0.0,0.0,-1.16553E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.31509609133162E-9,0.0,-6.58750470877161E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfur [kg]","resource / in ground",0.0,0.0,0.0,0.0,-1.064E-4,-8.26919476717063E-5,0.0,0.0,0.0,-4.67928386500046E-12,0.0,0.0,-0.0428264823024517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.04712773713076E-11,0.0,-1.11595722697043E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,1.6923E-16,0.0,0.0,0.0,1.68470731918414E-23,0.0,0.0,2.23192E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37430965729336E-21,0.0,7.72084382896405E-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benzene [kg]","water / fresh water",0.0,0.0,0.0,0.0,2.14794E-4,8.39722E-21,0.0,0.0,0.0,2.29422281080327E-10,0.0,0.0,1.0406E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82511912376194E-9,0.0,3.04095135055135E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Overburden (deposited) [kg]","Deposited goods / Stockpile goods",0.0,0.0,0.0,0.0,1981.1125445,0.054381206,0.0,0.0,0.0,0.0184755043746648,0.0,0.0,0.057180795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551281255166696,0.0,0.403504717895251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gypsum, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-7.13442E-6,0.0,0.0,0.0,-1.65776595667165E-7,0.0,0.0,-4.09412E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.48619448181876E-6,0.0,-7.60998124999014E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sulfate [kg]","water / fresh water",0.0,0.0,0.0,0.0,3.25158455488,3.54788000027598E-4,0.0,0.0,0.0,9.0319646105997E-6,0.0,0.0,0.027292119243254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.553921652091E-4,0.0,4.63400274303416E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Water [kg]","resource / in water",0.0,0.0,0.0,0.9704,0.0,-54.06796978,0.0,0.0,0.0,-0.00204071645526495,0.0,0.0,-55.27820897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3743466559488E-4,0.0,1.24571598322438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ethane, 1,2-dichloro- [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.0,7.0514E-13,0.0,0.0,0.0,0.0,0.0,0.0,5.10967E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zinc [kg]","resource / in ground",0.0,0.0,0.0,0.0,1.36674351985398,-2.57034E-8,0.0,0.0,0.0,-2.32650461445826E-7,0.0,0.0,-1.33094E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.29873915113856E-7,0.0,-7.71021895963902E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"VOC, volatile organic compounds, unspecified origin [kg]","water / fresh water",0.0,0.0,0.0,0.0,1.06000073512E-7,4.55806017E-4,0.0,0.0,0.0,5.76403057258287E-11,0.0,0.0,0.00107795969903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.10054733917305E-10,0.0,1.08355962063972E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nitrate [kg]","water / fresh water",0.0,0.0,0.0,0.0,0.004683715,3.08786E-6,0.0,0.0,0.0,2.43942604784773E-6,0.0,0.0,9.47269E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40330164275256E-6,0.0,1.1849065315244E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dolomite, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,-0.001251009,-3.99614E-6,0.0,0.0,0.0,-1.8758887224208E-10,0.0,0.0,-7.39401E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.80700740176548E-9,0.0,-8.68046929746698E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phenol [kg]","water / fresh water",0.0,0.0,0.0,0.0,2.56915E-4,6.84475E-7,0.0,0.0,0.0,2.50886544293057E-10,0.0,0.0,5.12232E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51972443546347E-9,0.0,1.14539779298511E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chloride [kg]","water / fresh water",0.0,0.0,0.0,0.0,20.7431441307835,2.26141E-4,0.0,0.0,0.0,0.00107596661781434,0.0,0.0,0.008687865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.80864047672774E-4,0.0,0.00525248776535778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Magnesium [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-1.49516E-18,0.0,0.0,0.0,0.0,0.0,0.0,-2.59733E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zinc [kg]","air / unspecified",0.0,0.0,0.0,0.0,1.55444E-4,1.58274E-10,6.65E-8,0.0,0.0,1.3017584074471E-9,0.0,0.0,9.90229E-10,0.0,0.0,0.0,0.0,8.0320349E-10,0.0,0.0,0.0,0.0,5.75192875300691E-8,0.0,9.68007850924577E-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calcium [kg]","water / fresh water",0.0,0.0,0.0,0.0,8.458379944,1.55733E-7,0.0,0.0,0.0,5.96765711380484E-5,0.0,0.0,1.12991E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31475374300905E-5,0.0,4.37742784265298E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Feldspar, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-1.54234E-16,0.0,0.0,0.0,0.0,0.0,0.0,-7.18068E-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"carcass meal [kg]","Wastes / Production residues",0.0,0.0,0.0,0.0,0.0,-2.07983E-13,0.0,0.0,0.0,0.0,0.0,0.0,-3.59177E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Waste (unspecified) [kg]","Deposited goods / Consumer waste",0.0,0.0,0.0,0.0,0.0,0.001342454,0.0,0.0,0.0,0.0,0.0,0.0,0.006705236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Slate, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-2.01976E-5,0.0,0.0,0.0,-1.6023135601907E-17,0.0,0.0,-1.15905E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.30709659574148E-15,0.0,-7.34323232933568E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Granite, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-6.3029E-15,0.0,0.0,0.0,0.0,0.0,0.0,-3.53022E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"energy (recovered) [kWh]","Energy carriers and technologies / Heat and steam",0.0,0.0,0.0,0.0,0.0,0.3498458472243211,0.0,0.0,0.0,0.0,0.0,0.0,4.770930192705633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sodium [kg]","water / fresh water",0.0,0.0,0.0,0.0,4.61130992492886,3.76215E-4,0.0,0.0,0.0,6.3395436323784E-4,0.0,0.0,0.018525841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29256982110564E-5,0.0,3.10438425729045E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calcium carbonate, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,-86.23006275,-2.7676E-4,0.0,0.0,0.0,-5.88481889313869E-4,0.0,0.0,-0.006758285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00159689699689246,0.0,-0.00460302209487673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Talc, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-2.68551E-27,0.0,0.0,0.0,-1.02248542060199E-10,0.0,0.0,-9.95923E-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.40374297032657E-9,0.0,-2.01920868496207E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"natural gas;  44.1 MJ/kg [kWh]","resource / in ground",0.0,0.0,0.0,0.0,-1379.5407589819658,-8.974067773359865,0.0,0.0,0.0,-0.007177078512320245,0.0,0.0,-16.679433536898657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12476523451106356,0.0,-6.935630276165476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"demolition waste (unspecified) [kg]","Wastes / Construction waste",0.0,0.0,0.0,0.0,0.0,5.33581E-5,0.0,0.0,0.0,1.34654975822185E-5,0.0,0.0,1.52249E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54398074341119E-4,0.0,0.00186459832735895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chromium [kg]","water / fresh water",0.0,0.0,0.0,0.0,1.94E-5,3.57369E-12,0.0,0.0,0.0,2.83173507484663E-10,0.0,0.0,3.47793E-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.20907302039815E-9,0.0,3.06153953454552E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ammonia [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.002699167,1.22522E-9,0.0,0.0,0.0,2.6315199182391E-8,0.0,0.0,9.33464E-6,0.0,0.0,0.0,0.0,6.38253E-7,0.0,0.0,0.0,0.0,5.67416069246693E-7,0.0,6.0719812617048E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carbon disulfide [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,3.78459E-11,0.0,0.0,0.0,6.58103590623125E-14,0.0,0.0,5.28811E-11,0.0,0.0,0.0,0.0,2.3288191E-9,0.0,0.0,0.0,0.0,2.14564821139578E-12,0.0,1.4527431406318E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hydrocarbons, unspecified [kg]","water / fresh water",0.0,0.0,0.0,0.0,5.57738E-4,8.79805E-5,0.0,0.0,0.0,5.16813592107226E-10,0.0,0.0,5.44733E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74347439224448E-8,0.0,4.58969735188982E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oxygen, in air [kg]","air / unspecified",0.0,0.0,0.0,0.0,0.0,1.88766E-14,0.0,0.0,0.0,1.9406344103879E-6,0.0,0.0,3.27928E-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03378742119416E-5,0.0,7.90171474485793E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chromium [kg]","resource / in ground",0.0,0.0,0.0,0.0,-0.5171775372,-2.21882E-12,0.0,0.0,0.0,-3.73535558883378E-9,0.0,0.0,-1.44796E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09992052414799E-7,0.0,-1.0770467685553E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Olivine, in ground [kg]","resource / in ground",0.0,0.0,0.0,0.0,0.0,-3.05815E-6,0.0,0.0,0.0,-9.52726981735011E-18,0.0,0.0,-5.67038E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.77192570440882E-16,0.0,-4.36624624987528E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"biomass;  14.7 MJ/kg [kWh]","resource / biotic",0.0,0.0,0.0,0.0,0.0,-0.05856629983720942,0.0,0.0,0.0,-1.0835741945312814E-11,0.0,0.0,-0.029261320778125998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7510895312828436E-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oxygen, in air [kg]","resource / in air",0.0,0.0,0.0,0.0,0.0,-5.91767E-6,0.0,0.0,0.0,2.57895755862773E-5,0.0,0.0,-0.130993406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191250347295009,0.0,3.72734967417003E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Particulates, > 10 um [kg]","water / fresh water",0.0,0.0,0.0,0.0,2.670657743,3.55125E-4,0.0,0.0,0.0,2.09173297300074E-5,0.0,0.0,0.00168309400135592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56974251696328E-5,0.0,0.00403778833546511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mercury [kg]","water / fresh water",0.0,0.0,0.0,0.0,-3.69E-6,1.5159E-10,0.0,0.0,0.0,4.15748396348233E-11,0.0,0.0,3.25194E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43847412121577E-10,0.0,2.50400225153935E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
